fishery,management_area,target,opening_year,sex,size,molting,soft,new,old,unknown,total
TT08,bristol_bay,tanner_crab,2008,female,117,0,0,3,0,0,3
TT08,bristol_bay,tanner_crab,2008,female,119,0,0,1,0,0,1
TT08,bristol_bay,tanner_crab,2008,female,120,0,0,4,0,0,4
TT08,bristol_bay,tanner_crab,2008,female,121,0,0,5,0,0,5
TT08,bristol_bay,tanner_crab,2008,female,122,0,0,2,0,0,2
TT08,bristol_bay,tanner_crab,2008,female,124,0,0,3,0,0,3
TT08,bristol_bay,tanner_crab,2008,female,125,0,0,4,0,0,4
TT08,bristol_bay,tanner_crab,2008,female,126,0,0,3,0,0,3
TT08,bristol_bay,tanner_crab,2008,female,127,0,0,3,0,0,3
TT08,bristol_bay,tanner_crab,2008,female,128,0,0,1,0,0,1
TT08,bristol_bay,tanner_crab,2008,female,129,0,0,3,0,0,3
TT08,bristol_bay,tanner_crab,2008,female,131,0,0,3,0,0,3
TT08,bristol_bay,tanner_crab,2008,female,132,0,0,1,0,0,1
TT08,bristol_bay,tanner_crab,2008,female,133,0,0,1,0,0,1
TT08,bristol_bay,tanner_crab,2008,female,134,0,0,2,0,0,2
TT08,bristol_bay,tanner_crab,2008,female,135,0,0,2,0,0,2
TT08,bristol_bay,tanner_crab,2008,female,136,0,0,1,0,0,1
TT08,bristol_bay,tanner_crab,2008,female,138,0,0,1,0,0,1
TT08,bristol_bay,tanner_crab,2008,female,139,0,0,2,0,0,2
TT08,bristol_bay,tanner_crab,2008,female,141,0,0,0,1,0,1
TT08,bristol_bay,tanner_crab,2008,female,143,0,0,1,0,0,1
TT08,bristol_bay,tanner_crab,2008,female,144,0,0,1,0,0,1
TT09,bristol_bay,tanner_crab,2009,female,96,0,0,1,0,0,1
TT09,bristol_bay,tanner_crab,2009,female,99,0,0,2,0,0,2
TT09,bristol_bay,tanner_crab,2009,female,101,0,0,4,0,0,4
TT09,bristol_bay,tanner_crab,2009,female,103,0,0,5,0,0,5
TT09,bristol_bay,tanner_crab,2009,female,104,0,0,3,0,0,3
TT09,bristol_bay,tanner_crab,2009,female,105,0,0,2,0,0,2
TT09,bristol_bay,tanner_crab,2009,female,106,0,0,2,0,0,2
TT09,bristol_bay,tanner_crab,2009,female,107,0,0,1,0,0,1
TT09,bristol_bay,tanner_crab,2009,female,108,0,0,6,0,0,6
TT09,bristol_bay,tanner_crab,2009,female,109,0,0,2,0,0,2
TT09,bristol_bay,tanner_crab,2009,female,110,0,0,1,0,0,1
TT09,bristol_bay,tanner_crab,2009,female,111,0,0,2,0,0,2
TT09,bristol_bay,tanner_crab,2009,female,112,0,0,2,0,0,2
TT09,bristol_bay,tanner_crab,2009,female,113,0,0,3,0,0,3
TT09,bristol_bay,tanner_crab,2009,female,114,0,0,2,0,0,2
TT09,bristol_bay,tanner_crab,2009,female,117,0,0,3,0,0,3
TT09,bristol_bay,tanner_crab,2009,female,118,0,0,5,0,0,5
TT09,bristol_bay,tanner_crab,2009,female,119,0,0,3,0,0,3
TT09,bristol_bay,tanner_crab,2009,female,120,0,0,5,0,0,5
TT09,bristol_bay,tanner_crab,2009,female,121,0,0,6,0,0,6
TT09,bristol_bay,tanner_crab,2009,female,122,0,0,9,0,0,9
TT09,bristol_bay,tanner_crab,2009,female,123,0,0,5,0,0,5
TT09,bristol_bay,tanner_crab,2009,female,124,0,0,6,0,0,6
TT09,bristol_bay,tanner_crab,2009,female,125,0,0,2,0,0,2
TT09,bristol_bay,tanner_crab,2009,female,126,0,0,4,0,0,4
TT09,bristol_bay,tanner_crab,2009,female,127,0,0,2,0,0,2
TT09,bristol_bay,tanner_crab,2009,female,128,0,0,7,0,0,7
TT09,bristol_bay,tanner_crab,2009,female,129,0,0,6,0,0,6
TT09,bristol_bay,tanner_crab,2009,female,130,0,0,4,0,0,4
TT09,bristol_bay,tanner_crab,2009,female,131,0,0,3,0,0,3
TT09,bristol_bay,tanner_crab,2009,female,132,0,0,2,0,0,2
TT09,bristol_bay,tanner_crab,2009,female,133,0,0,1,0,0,1
TT09,bristol_bay,tanner_crab,2009,female,134,0,0,2,0,0,2
TT09,bristol_bay,tanner_crab,2009,female,135,0,0,4,0,0,4
TT09,bristol_bay,tanner_crab,2009,female,136,0,0,1,0,0,1
TT09,bristol_bay,tanner_crab,2009,female,137,0,0,1,0,0,1
TT09,bristol_bay,tanner_crab,2009,female,138,0,0,1,0,0,1
TT09,bristol_bay,tanner_crab,2009,female,139,0,0,1,0,0,1
TT09,bristol_bay,tanner_crab,2009,female,140,0,0,1,0,0,1
TT09,bristol_bay,tanner_crab,2009,female,145,0,0,2,0,0,2
TT09,bristol_bay,tanner_crab,2009,female,150,0,0,1,0,0,1
TT13,bristol_bay,tanner_crab,2013,female,90,0,0,1,0,0,1
TT13,bristol_bay,tanner_crab,2013,female,91,0,0,1,0,0,1
TT13,bristol_bay,tanner_crab,2013,female,92,0,0,3,0,0,3
TT13,bristol_bay,tanner_crab,2013,female,93,0,0,4,0,0,4
TT13,bristol_bay,tanner_crab,2013,female,94,0,0,9,0,0,9
TT13,bristol_bay,tanner_crab,2013,female,95,0,0,4,0,0,4
TT13,bristol_bay,tanner_crab,2013,female,96,0,0,6,0,0,6
TT13,bristol_bay,tanner_crab,2013,female,97,0,0,9,0,0,9
TT13,bristol_bay,tanner_crab,2013,female,98,0,0,7,0,0,7
TT13,bristol_bay,tanner_crab,2013,female,99,0,0,15,0,0,15
TT13,bristol_bay,tanner_crab,2013,female,100,0,0,24,0,0,24
TT13,bristol_bay,tanner_crab,2013,female,101,0,0,30,0,0,30
TT13,bristol_bay,tanner_crab,2013,female,102,0,0,34,0,0,34
TT13,bristol_bay,tanner_crab,2013,female,103,0,0,26,0,0,26
TT13,bristol_bay,tanner_crab,2013,female,104,0,0,33,0,0,33
TT13,bristol_bay,tanner_crab,2013,female,105,0,0,27,0,0,27
TT13,bristol_bay,tanner_crab,2013,female,106,0,0,21,0,0,21
TT13,bristol_bay,tanner_crab,2013,female,107,0,0,20,0,0,20
TT13,bristol_bay,tanner_crab,2013,female,108,0,0,27,0,0,27
TT13,bristol_bay,tanner_crab,2013,female,109,0,0,22,0,0,22
TT13,bristol_bay,tanner_crab,2013,female,110,0,0,8,0,0,8
TT13,bristol_bay,tanner_crab,2013,female,111,0,0,17,0,0,17
TT13,bristol_bay,tanner_crab,2013,female,112,0,0,16,0,0,16
TT13,bristol_bay,tanner_crab,2013,female,113,0,0,8,0,0,8
TT13,bristol_bay,tanner_crab,2013,female,114,0,0,14,0,0,14
TT13,bristol_bay,tanner_crab,2013,female,115,0,0,10,0,0,10
TT13,bristol_bay,tanner_crab,2013,female,116,0,0,6,0,0,6
TT13,bristol_bay,tanner_crab,2013,female,117,0,0,8,0,0,8
TT13,bristol_bay,tanner_crab,2013,female,118,0,0,5,0,0,5
TT13,bristol_bay,tanner_crab,2013,female,119,0,0,9,0,0,9
TT13,bristol_bay,tanner_crab,2013,female,120,0,0,9,0,0,9
TT13,bristol_bay,tanner_crab,2013,female,121,0,0,14,0,0,14
TT13,bristol_bay,tanner_crab,2013,female,122,0,0,7,0,0,7
TT13,bristol_bay,tanner_crab,2013,female,123,0,0,11,0,0,11
TT13,bristol_bay,tanner_crab,2013,female,124,0,0,4,0,0,4
TT13,bristol_bay,tanner_crab,2013,female,125,0,0,8,0,0,8
TT13,bristol_bay,tanner_crab,2013,female,126,0,0,5,0,0,5
TT13,bristol_bay,tanner_crab,2013,female,127,0,0,5,0,0,5
TT13,bristol_bay,tanner_crab,2013,female,128,0,0,6,0,0,6
TT13,bristol_bay,tanner_crab,2013,female,129,0,0,6,0,0,6
TT13,bristol_bay,tanner_crab,2013,female,130,0,0,19,0,0,19
TT13,bristol_bay,tanner_crab,2013,female,131,0,0,14,0,0,14
TT13,bristol_bay,tanner_crab,2013,female,132,0,0,6,0,0,6
TT13,bristol_bay,tanner_crab,2013,female,133,0,0,4,0,0,4
TT13,bristol_bay,tanner_crab,2013,female,134,0,0,10,0,0,10
TT13,bristol_bay,tanner_crab,2013,female,135,0,0,9,0,0,9
TT13,bristol_bay,tanner_crab,2013,female,136,0,0,3,0,0,3
TT13,bristol_bay,tanner_crab,2013,female,137,0,0,2,0,0,2
TT13,bristol_bay,tanner_crab,2013,female,138,0,0,1,0,0,1
TT13,bristol_bay,tanner_crab,2013,female,139,0,0,4,0,0,4
TT13,bristol_bay,tanner_crab,2013,female,140,0,0,3,0,0,3
TT13,bristol_bay,tanner_crab,2013,female,141,0,0,3,0,0,3
TT13,bristol_bay,tanner_crab,2013,female,143,0,0,3,0,0,3
TT13,bristol_bay,tanner_crab,2013,female,144,0,0,2,0,0,2
TT13,bristol_bay,tanner_crab,2013,female,145,0,0,2,0,0,2
TT13,bristol_bay,tanner_crab,2013,female,146,0,0,3,0,0,3
TT13,bristol_bay,tanner_crab,2013,female,147,0,0,2,0,0,2
TT13,bristol_bay,tanner_crab,2013,female,151,0,0,2,0,0,2
TT13,bristol_bay,tanner_crab,2013,female,152,0,0,2,0,0,2
TT13,bristol_bay,tanner_crab,2013,female,153,0,0,1,0,0,1
TT13,bristol_bay,tanner_crab,2013,female,154,0,0,1,0,0,1
TT13,bristol_bay,tanner_crab,2013,female,155,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,76,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,80,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,84,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,85,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,87,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,88,0,0,3,0,0,3
TT14,bristol_bay,tanner_crab,2014,female,89,0,0,2,0,0,2
TT14,bristol_bay,tanner_crab,2014,female,90,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,91,0,0,3,0,0,3
TT14,bristol_bay,tanner_crab,2014,female,92,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,93,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,94,0,0,8,0,0,8
TT14,bristol_bay,tanner_crab,2014,female,95,0,0,7,0,0,7
TT14,bristol_bay,tanner_crab,2014,female,96,0,0,3,0,0,3
TT14,bristol_bay,tanner_crab,2014,female,97,0,0,6,0,0,6
TT14,bristol_bay,tanner_crab,2014,female,98,0,0,6,0,0,6
TT14,bristol_bay,tanner_crab,2014,female,99,0,0,8,0,0,8
TT14,bristol_bay,tanner_crab,2014,female,100,0,0,7,0,0,7
TT14,bristol_bay,tanner_crab,2014,female,101,0,0,4,0,0,4
TT14,bristol_bay,tanner_crab,2014,female,102,0,0,8,0,0,8
TT14,bristol_bay,tanner_crab,2014,female,103,0,0,8,0,0,8
TT14,bristol_bay,tanner_crab,2014,female,104,0,0,8,0,0,8
TT14,bristol_bay,tanner_crab,2014,female,105,0,0,7,0,0,7
TT14,bristol_bay,tanner_crab,2014,female,106,0,0,17,0,0,17
TT14,bristol_bay,tanner_crab,2014,female,107,0,0,23,0,0,23
TT14,bristol_bay,tanner_crab,2014,female,108,0,0,15,0,0,15
TT14,bristol_bay,tanner_crab,2014,female,109,0,0,29,0,0,29
TT14,bristol_bay,tanner_crab,2014,female,110,0,0,22,0,0,22
TT14,bristol_bay,tanner_crab,2014,female,111,0,0,17,0,0,17
TT14,bristol_bay,tanner_crab,2014,female,112,0,0,30,0,0,30
TT14,bristol_bay,tanner_crab,2014,female,113,0,0,13,0,0,13
TT14,bristol_bay,tanner_crab,2014,female,114,0,0,19,0,0,19
TT14,bristol_bay,tanner_crab,2014,female,115,0,0,7,0,0,7
TT14,bristol_bay,tanner_crab,2014,female,116,0,0,8,0,0,8
TT14,bristol_bay,tanner_crab,2014,female,117,0,0,7,0,0,7
TT14,bristol_bay,tanner_crab,2014,female,118,0,0,9,0,0,9
TT14,bristol_bay,tanner_crab,2014,female,119,0,0,6,0,0,6
TT14,bristol_bay,tanner_crab,2014,female,120,0,0,4,0,0,4
TT14,bristol_bay,tanner_crab,2014,female,121,0,0,4,0,0,4
TT14,bristol_bay,tanner_crab,2014,female,122,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,123,0,0,5,0,0,5
TT14,bristol_bay,tanner_crab,2014,female,124,0,0,2,1,0,3
TT14,bristol_bay,tanner_crab,2014,female,125,0,0,7,0,0,7
TT14,bristol_bay,tanner_crab,2014,female,127,0,0,4,0,0,4
TT14,bristol_bay,tanner_crab,2014,female,128,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,129,0,0,2,0,0,2
TT14,bristol_bay,tanner_crab,2014,female,130,0,0,2,0,0,2
TT14,bristol_bay,tanner_crab,2014,female,131,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,132,0,0,2,0,0,2
TT14,bristol_bay,tanner_crab,2014,female,133,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,134,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,135,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,136,0,0,5,0,0,5
TT14,bristol_bay,tanner_crab,2014,female,137,0,0,4,0,0,4
TT14,bristol_bay,tanner_crab,2014,female,138,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,140,0,0,2,0,0,2
TT14,bristol_bay,tanner_crab,2014,female,141,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,142,0,0,2,0,0,2
TT14,bristol_bay,tanner_crab,2014,female,143,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,145,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,146,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,147,0,0,3,0,0,3
TT14,bristol_bay,tanner_crab,2014,female,148,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,155,0,0,1,0,0,1
TT14,bristol_bay,tanner_crab,2014,female,170,0,0,1,0,0,1
TT15,bristol_bay,tanner_crab,2015,female,60,0,0,1,0,0,1
TT15,bristol_bay,tanner_crab,2015,female,61,0,0,1,0,0,1
TT15,bristol_bay,tanner_crab,2015,female,64,0,0,1,0,0,1
TT15,bristol_bay,tanner_crab,2015,female,65,0,0,1,0,0,1
TT15,bristol_bay,tanner_crab,2015,female,72,0,0,1,0,0,1
TT15,bristol_bay,tanner_crab,2015,female,73,0,0,1,0,0,1
TT15,bristol_bay,tanner_crab,2015,female,74,0,0,2,0,0,2
TT15,bristol_bay,tanner_crab,2015,female,75,0,0,2,0,0,2
TT15,bristol_bay,tanner_crab,2015,female,76,0,0,1,0,0,1
TT15,bristol_bay,tanner_crab,2015,female,77,0,0,1,0,0,1
TT15,bristol_bay,tanner_crab,2015,female,78,0,0,3,0,0,3
TT15,bristol_bay,tanner_crab,2015,female,79,0,0,1,0,0,1
TT15,bristol_bay,tanner_crab,2015,female,80,0,0,2,0,0,2
TT15,bristol_bay,tanner_crab,2015,female,81,0,0,3,0,0,3
TT15,bristol_bay,tanner_crab,2015,female,82,0,0,2,0,0,2
TT15,bristol_bay,tanner_crab,2015,female,83,0,0,2,0,0,2
TT15,bristol_bay,tanner_crab,2015,female,84,0,0,6,0,0,6
TT15,bristol_bay,tanner_crab,2015,female,85,0,0,11,0,0,11
TT15,bristol_bay,tanner_crab,2015,female,86,0,0,11,0,0,11
TT15,bristol_bay,tanner_crab,2015,female,87,0,0,13,0,0,13
TT15,bristol_bay,tanner_crab,2015,female,88,0,0,15,0,0,15
TT15,bristol_bay,tanner_crab,2015,female,89,0,0,19,0,0,19
TT15,bristol_bay,tanner_crab,2015,female,90,0,0,18,0,0,18
TT15,bristol_bay,tanner_crab,2015,female,91,0,0,22,0,0,22
TT15,bristol_bay,tanner_crab,2015,female,92,0,0,26,0,0,26
TT15,bristol_bay,tanner_crab,2015,female,93,0,0,14,0,0,14
TT15,bristol_bay,tanner_crab,2015,female,94,0,0,20,0,0,20
TT15,bristol_bay,tanner_crab,2015,female,95,0,0,33,0,0,33
TT15,bristol_bay,tanner_crab,2015,female,96,0,0,31,0,0,31
TT15,bristol_bay,tanner_crab,2015,female,97,0,0,37,0,0,37
TT15,bristol_bay,tanner_crab,2015,female,98,0,0,43,0,0,43
TT15,bristol_bay,tanner_crab,2015,female,99,0,0,40,0,0,40
TT15,bristol_bay,tanner_crab,2015,female,100,0,0,43,0,0,43
TT15,bristol_bay,tanner_crab,2015,female,101,0,0,53,0,0,53
TT15,bristol_bay,tanner_crab,2015,female,102,0,0,56,0,0,56
TT15,bristol_bay,tanner_crab,2015,female,103,0,0,73,0,0,73
TT15,bristol_bay,tanner_crab,2015,female,104,0,0,73,0,0,73
TT15,bristol_bay,tanner_crab,2015,female,105,0,0,93,0,0,93
TT15,bristol_bay,tanner_crab,2015,female,106,0,0,86,0,0,86
TT15,bristol_bay,tanner_crab,2015,female,107,0,0,80,1,0,81
TT15,bristol_bay,tanner_crab,2015,female,108,0,0,79,0,0,79
TT15,bristol_bay,tanner_crab,2015,female,109,0,1,76,0,0,77
TT15,bristol_bay,tanner_crab,2015,female,110,0,0,66,0,0,66
TT15,bristol_bay,tanner_crab,2015,female,111,0,0,61,0,0,61
TT15,bristol_bay,tanner_crab,2015,female,112,0,0,75,0,0,75
TT15,bristol_bay,tanner_crab,2015,female,113,0,0,55,0,0,55
TT15,bristol_bay,tanner_crab,2015,female,114,0,0,65,0,0,65
TT15,bristol_bay,tanner_crab,2015,female,115,0,0,65,0,0,65
TT15,bristol_bay,tanner_crab,2015,female,116,0,0,54,0,0,54
TT15,bristol_bay,tanner_crab,2015,female,117,0,0,43,0,0,43
TT15,bristol_bay,tanner_crab,2015,female,118,0,0,46,0,0,46
TT15,bristol_bay,tanner_crab,2015,female,119,0,0,58,0,0,58
TT15,bristol_bay,tanner_crab,2015,female,120,1,0,45,0,0,46
TT15,bristol_bay,tanner_crab,2015,female,121,0,0,43,0,0,43
TT15,bristol_bay,tanner_crab,2015,female,122,0,0,41,0,0,41
TT15,bristol_bay,tanner_crab,2015,female,123,0,0,33,0,0,33
TT15,bristol_bay,tanner_crab,2015,female,124,0,0,37,0,0,37
TT15,bristol_bay,tanner_crab,2015,female,125,0,0,32,0,0,32
TT15,bristol_bay,tanner_crab,2015,female,126,0,0,25,0,0,25
TT15,bristol_bay,tanner_crab,2015,female,127,0,0,9,0,0,9
TT15,bristol_bay,tanner_crab,2015,female,128,0,0,20,0,0,20
TT15,bristol_bay,tanner_crab,2015,female,129,0,0,22,0,0,22
TT15,bristol_bay,tanner_crab,2015,female,130,0,0,10,0,0,10
TT15,bristol_bay,tanner_crab,2015,female,131,0,0,9,0,0,9
TT15,bristol_bay,tanner_crab,2015,female,132,0,0,12,0,0,12
TT15,bristol_bay,tanner_crab,2015,female,133,0,0,13,0,0,13
TT15,bristol_bay,tanner_crab,2015,female,134,0,0,14,0,0,14
TT15,bristol_bay,tanner_crab,2015,female,135,0,0,9,0,0,9
TT15,bristol_bay,tanner_crab,2015,female,136,0,0,16,0,0,16
TT15,bristol_bay,tanner_crab,2015,female,137,0,0,12,0,0,12
TT15,bristol_bay,tanner_crab,2015,female,138,0,0,5,0,0,5
TT15,bristol_bay,tanner_crab,2015,female,139,0,0,7,0,0,7
TT15,bristol_bay,tanner_crab,2015,female,140,0,0,5,0,0,5
TT15,bristol_bay,tanner_crab,2015,female,141,0,0,7,0,0,7
TT15,bristol_bay,tanner_crab,2015,female,142,0,0,6,0,0,6
TT15,bristol_bay,tanner_crab,2015,female,143,0,0,6,0,0,6
TT15,bristol_bay,tanner_crab,2015,female,144,0,0,12,0,0,12
TT15,bristol_bay,tanner_crab,2015,female,145,0,0,4,0,0,4
TT15,bristol_bay,tanner_crab,2015,female,146,0,0,6,0,0,6
TT15,bristol_bay,tanner_crab,2015,female,147,0,0,6,0,0,6
TT15,bristol_bay,tanner_crab,2015,female,148,0,0,2,0,0,2
TT15,bristol_bay,tanner_crab,2015,female,149,0,0,3,0,0,3
TT15,bristol_bay,tanner_crab,2015,female,151,0,0,2,0,0,2
TT15,bristol_bay,tanner_crab,2015,female,153,0,0,2,0,0,2
TT15,bristol_bay,tanner_crab,2015,female,154,0,0,1,0,0,1
TT15,bristol_bay,tanner_crab,2015,female,155,0,0,1,0,0,1
TT15,bristol_bay,tanner_crab,2015,female,159,0,0,1,0,0,1
TT15,bristol_bay,tanner_crab,2015,female,162,0,0,1,0,0,1
TT91,bristol_bay,tanner_crab,1991,female,63,0,0,2,0,0,2
TT91,bristol_bay,tanner_crab,1991,female,65,0,0,2,0,0,2
TT91,bristol_bay,tanner_crab,1991,female,66,0,0,4,0,0,4
TT91,bristol_bay,tanner_crab,1991,female,67,0,0,4,0,0,4
TT91,bristol_bay,tanner_crab,1991,female,68,0,0,4,0,0,4
TT91,bristol_bay,tanner_crab,1991,female,69,0,0,2,0,0,2
TT91,bristol_bay,tanner_crab,1991,female,70,0,0,5,0,0,5
TT91,bristol_bay,tanner_crab,1991,female,71,0,0,6,0,0,6
TT91,bristol_bay,tanner_crab,1991,female,72,0,0,8,0,0,8
TT91,bristol_bay,tanner_crab,1991,female,73,0,0,8,0,0,8
TT91,bristol_bay,tanner_crab,1991,female,74,0,0,6,0,0,6
TT91,bristol_bay,tanner_crab,1991,female,75,0,0,5,0,0,5
TT91,bristol_bay,tanner_crab,1991,female,76,0,0,9,0,0,9
TT91,bristol_bay,tanner_crab,1991,female,77,0,0,4,0,0,4
TT91,bristol_bay,tanner_crab,1991,female,78,0,0,7,0,0,7
TT91,bristol_bay,tanner_crab,1991,female,79,0,0,5,0,0,5
TT91,bristol_bay,tanner_crab,1991,female,80,0,0,5,0,0,5
TT91,bristol_bay,tanner_crab,1991,female,81,0,0,2,0,0,2
TT91,bristol_bay,tanner_crab,1991,female,82,0,0,12,0,0,12
TT91,bristol_bay,tanner_crab,1991,female,83,0,0,6,0,0,6
TT91,bristol_bay,tanner_crab,1991,female,84,0,0,7,0,0,7
TT91,bristol_bay,tanner_crab,1991,female,85,0,0,9,0,0,9
TT91,bristol_bay,tanner_crab,1991,female,86,0,0,9,1,0,10
TT91,bristol_bay,tanner_crab,1991,female,87,0,0,17,0,0,17
TT91,bristol_bay,tanner_crab,1991,female,88,0,0,20,0,0,20
TT91,bristol_bay,tanner_crab,1991,female,89,0,0,19,0,0,19
TT91,bristol_bay,tanner_crab,1991,female,90,0,0,24,0,0,24
TT91,bristol_bay,tanner_crab,1991,female,91,0,0,12,0,0,12
TT91,bristol_bay,tanner_crab,1991,female,92,0,0,22,1,0,23
TT91,bristol_bay,tanner_crab,1991,female,93,0,0,19,1,0,20
TT91,bristol_bay,tanner_crab,1991,female,94,0,0,22,1,0,23
TT91,bristol_bay,tanner_crab,1991,female,95,0,0,52,0,0,52
TT91,bristol_bay,tanner_crab,1991,female,96,0,0,23,0,0,23
TT91,bristol_bay,tanner_crab,1991,female,97,0,0,40,0,1,41
TT91,bristol_bay,tanner_crab,1991,female,98,0,0,35,0,0,35
TT91,bristol_bay,tanner_crab,1991,female,99,0,0,25,0,1,26
TT91,bristol_bay,tanner_crab,1991,female,100,0,0,30,0,0,30
TT91,bristol_bay,tanner_crab,1991,female,101,0,0,20,0,2,22
TT91,bristol_bay,tanner_crab,1991,female,102,0,0,22,0,0,22
TT91,bristol_bay,tanner_crab,1991,female,103,0,0,34,0,1,35
TT91,bristol_bay,tanner_crab,1991,female,104,0,0,37,0,0,37
TT91,bristol_bay,tanner_crab,1991,female,105,0,0,47,0,0,47
TT91,bristol_bay,tanner_crab,1991,female,106,0,0,40,0,0,40
TT91,bristol_bay,tanner_crab,1991,female,107,0,0,50,0,0,50
TT91,bristol_bay,tanner_crab,1991,female,108,0,0,60,1,0,61
TT91,bristol_bay,tanner_crab,1991,female,109,0,0,61,0,0,61
TT91,bristol_bay,tanner_crab,1991,female,110,0,0,59,0,0,59
TT91,bristol_bay,tanner_crab,1991,female,111,0,0,67,0,0,67
TT91,bristol_bay,tanner_crab,1991,female,112,0,0,89,1,0,90
TT91,bristol_bay,tanner_crab,1991,female,113,0,0,56,1,0,57
TT91,bristol_bay,tanner_crab,1991,female,114,0,0,85,0,2,87
TT91,bristol_bay,tanner_crab,1991,female,115,0,0,74,0,2,76
TT91,bristol_bay,tanner_crab,1991,female,116,0,0,67,0,0,67
TT91,bristol_bay,tanner_crab,1991,female,117,0,0,76,0,2,78
